0	s1: false	s2: false	s3: false	s4: false	s5: false
1	s1: false	s2: false	s3: false	s4: false	s5: false
2	s1: false	s2: false	s3: false	s4: false	s5: false
3	s1: true	s2: true	s3: false	s4: false	s5: false
4	s1: false	s2: true	s3: true	s4: true	s5: false
5	s1: false	s2: true	s3: true	s4: false	s5: true
6	s1: false	s2: true	s3: true	s4: false	s5: true
7	s1: false	s2: true	s3: true	s4: false	s5: true
8	s1: false	s2: true	s3: true	s4: false	s5: true
9	s1: false	s2: true	s3: true	s4: false	s5: true
10	s1: false	s2: true	s3: true	s4: false	s5: true
11	s1: false	s2: true	s3: true	s4: false	s5: true
12	s1: false	s2: true	s3: true	s4: false	s5: true
13	s1: false	s2: true	s3: true	s4: false	s5: true
14	s1: false	s2: true	s3: true	s4: false	s5: true
15	s1: false	s2: true	s3: true	s4: false	s5: true
16	s1: false	s2: true	s3: true	s4: false	s5: true
17	s1: false	s2: true	s3: true	s4: false	s5: true
18	s1: false	s2: true	s3: true	s4: false	s5: true
19	s1: false	s2: true	s3: true	s4: false	s5: true
20	s1: false	s2: true	s3: true	s4: false	s5: true
21	s1: false	s2: true	s3: true	s4: false	s5: true
22	s1: false	s2: true	s3: true	s4: false	s5: true
23	s1: false	s2: true	s3: true	s4: false	s5: true
24	s1: false	s2: true	s3: true	s4: false	s5: true
25	s1: false	s2: true	s3: true	s4: false	s5: true
26	s1: false	s2: true	s3: true	s4: false	s5: true
27	s1: false	s2: true	s3: true	s4: false	s5: true
28	s1: false	s2: true	s3: true	s4: false	s5: true
29	s1: false	s2: true	s3: true	s4: false	s5: true
30	s1: false	s2: true	s3: true	s4: false	s5: true
31	s1: false	s2: true	s3: true	s4: false	s5: true
32	s1: false	s2: true	s3: true	s4: false	s5: true
33	s1: false	s2: true	s3: true	s4: false	s5: true
34	s1: false	s2: true	s3: true	s4: false	s5: true
35	s1: false	s2: true	s3: true	s4: false	s5: true
36	s1: false	s2: true	s3: true	s4: false	s5: true
37	s1: false	s2: true	s3: true	s4: false	s5: true
38	s1: false	s2: true	s3: true	s4: false	s5: true
39	s1: false	s2: true	s3: true	s4: false	s5: true
40	s1: false	s2: true	s3: true	s4: false	s5: true
41	s1: false	s2: true	s3: true	s4: false	s5: true
42	s1: false	s2: true	s3: true	s4: false	s5: true
43	s1: false	s2: true	s3: true	s4: false	s5: true
44	s1: false	s2: true	s3: true	s4: false	s5: true
45	s1: false	s2: true	s3: true	s4: false	s5: true
46	s1: false	s2: true	s3: true	s4: false	s5: true
47	s1: false	s2: true	s3: true	s4: false	s5: true
48	s1: false	s2: true	s3: true	s4: false	s5: true
49	s1: false	s2: true	s3: true	s4: false	s5: true
50	s1: false	s2: true	s3: true	s4: false	s5: true
51	s1: false	s2: true	s3: true	s4: false	s5: true
52	s1: false	s2: true	s3: true	s4: false	s5: true
53	s1: false	s2: true	s3: true	s4: false	s5: true
54	s1: false	s2: true	s3: true	s4: false	s5: true
55	s1: false	s2: true	s3: true	s4: false	s5: true
56	s1: false	s2: true	s3: true	s4: false	s5: true
57	s1: false	s2: true	s3: true	s4: false	s5: true
58	s1: false	s2: true	s3: true	s4: false	s5: true
59	s1: false	s2: true	s3: true	s4: false	s5: true
60	s1: false	s2: true	s3: true	s4: false	s5: true
61	s1: false	s2: true	s3: true	s4: false	s5: true
62	s1: false	s2: true	s3: true	s4: false	s5: true
63	s1: false	s2: true	s3: true	s4: false	s5: true
64	s1: false	s2: true	s3: true	s4: false	s5: true
65	s1: false	s2: true	s3: true	s4: false	s5: true
66	s1: false	s2: true	s3: true	s4: false	s5: true
67	s1: false	s2: true	s3: true	s4: false	s5: true
68	s1: false	s2: true	s3: true	s4: false	s5: true
69	s1: false	s2: true	s3: true	s4: false	s5: true
70	s1: false	s2: true	s3: true	s4: false	s5: true
71	s1: false	s2: true	s3: true	s4: false	s5: true
72	s1: false	s2: true	s3: true	s4: false	s5: true
73	s1: false	s2: true	s3: true	s4: false	s5: true
74	s1: false	s2: true	s3: true	s4: false	s5: true
75	s1: false	s2: true	s3: true	s4: false	s5: true
76	s1: false	s2: true	s3: true	s4: false	s5: true
77	s1: false	s2: true	s3: true	s4: false	s5: true
78	s1: false	s2: true	s3: true	s4: false	s5: true
79	s1: false	s2: true	s3: true	s4: false	s5: true
80	s1: false	s2: true	s3: true	s4: false	s5: true
81	s1: false	s2: true	s3: true	s4: false	s5: true
82	s1: false	s2: true	s3: true	s4: false	s5: true
83	s1: false	s2: true	s3: true	s4: false	s5: true
84	s1: false	s2: true	s3: true	s4: false	s5: true
85	s1: false	s2: true	s3: true	s4: false	s5: true
86	s1: false	s2: true	s3: true	s4: false	s5: true
87	s1: false	s2: true	s3: true	s4: false	s5: true
88	s1: false	s2: true	s3: true	s4: false	s5: true
89	s1: false	s2: true	s3: true	s4: false	s5: true
90	s1: false	s2: true	s3: true	s4: false	s5: true
91	s1: false	s2: true	s3: true	s4: false	s5: true
92	s1: false	s2: true	s3: true	s4: false	s5: true
93	s1: false	s2: true	s3: true	s4: false	s5: true
94	s1: false	s2: true	s3: true	s4: false	s5: true
95	s1: false	s2: true	s3: true	s4: false	s5: true
96	s1: false	s2: true	s3: true	s4: false	s5: true
97	s1: false	s2: true	s3: true	s4: false	s5: true
98	s1: false	s2: true	s3: true	s4: false	s5: true
99	s1: false	s2: true	s3: true	s4: false	s5: true
